redcap_data_access_group_e,redcap_data_access_group_unlabelled,dag_id_e,place_name,postcode,country,lon,lat,ccg,postcode_start,city,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,all_people,ccg_name,updated_all_age_mid_2018,multiplication_factor,scotland_average_imd_rank,average_imd_rank,wales_average_imd_rank,wimd15,avg_wimd_2019,weighted_arith,w_imd,w_imd_centred,w_imd_centred_std_country,w_imd_centred_std_uk
University Hospitals Birmingham,university_hospitaf,RRK03,University Hospitals Birmingham,B15 2TH,England,-1.9429313,52.4512054,E38000220,B15,Birmingham,10424.050087361677,1.3877220368322656,10294.254571948217,1.4785206974758067,0.990990825692656,2431.092675482698,7054,1.583729793304931,0.34750207653090454,0.4812557283611159,0.18958190124305435,0.377106067766512,1179020,NHS Birmingham and Solihull CCG,1179020,1.0540412723018924,NA,20,NA,22.36155783,NA,NA,22.36155783,0.31361702689919113,-0.06557039503100028,0.33847905972216413
Wirral University Teaching Hospital NHFT,wirral_university,RRL14,Wirral University Teaching Hospital NHFT,CH49 5PE,England,-3.094562,53.37042899999999,E38000208,CH49,Wirral,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.058114408833490214,0.15485501105437124,323235,NHS Wirral CCG,323235,1.0107948202374735,NA,60,NA,26.17837122,NA,NA,26.17837122,4.130430416899191,-0.8635817919771168,0.3341373423181541
North West Boroughs Healthcare NHSFT,north_west_borough,RTV33,North West Boroughs Healthcare NHSFT,WA2 8WA,England,-2.608387,53.4286247,E38000194,WA2,Warrington,18179.963581183612,-1.2147123573034901,18741.052342075167,-1.382350712574253,-3.211725728513524,9273.53587604344,21083,-2.3585574393965016,0.07962213893523584,0.182910104515816,0.037796008495932745,0.09473262071799543,209546.99999999997,NHS Warrington CCG,209547,1.0361918230907687,NA,126,NA,35.46378015,NA,NA,35.46378015,13.41583934689919,-2.8049557587681013,0.3235749654253371
East Kent Hospitals NHSFT,east_kent_hospital,RV001,William Harvey Hospital (Ashford),TN24 0LZ,England,0.9162230491638184,51.14148712158203,E38000002,TN24,Ashford,17329.701333333334,-1.1092900670986667,17412.56493099122,-1.0973350844818068,-0.9865432511958929,12442.18425643502,17929,-1.7190724576,0.016777442436162637,0.12578419071518193,0.0023822442266607886,0.07958899928787005,129281,NHS Ashford CCG,129281,1.0960103767506528,NA,109,NA,20.0538634,NA,NA,20.0538634,-1.9940774031008068,0.41691755175569617,0.34110411786519995
North West Boroughs Healthcare NHSFT,north_west_borough,RVT33,North West Boroughs Healthcare NHSFT,WA2 8WA,England,-2.608387,53.4286247,E38000194,WA2,Warrington,18179.963581183612,-1.2147123573034901,18741.052342075167,-1.382350712574253,-3.211725728513524,9273.53587604344,21083,-2.3585574393965016,0.07962213893523584,0.182910104515816,0.037796008495932745,0.09473262071799543,209546.99999999997,NHS Warrington CCG,209547,1.0361918230907687,NA,126,NA,35.46378015,NA,NA,35.46378015,13.41583934689919,-2.8049557587681013,0.3235749654253371
East Kent Hospitals NHSFT,east_kent_hospital,RVV00,Queen Elizabeth The Queen Mother Hospital,CT9 4AN,England,1.3893986940383911,51.3780517578125,E38000184,CT9,Kent,11134.323788546255,0.5580432963964758,11015.678565573158,0.6080122543185578,-16.25589003786913,1458.7457523779383,10621,-0.057028583343283173,0.22257910661320854,0.3589495178334551,0.0995334833738244,0.2241888125437825,141819,NHS Thanet CCG,141819,1.0568837285558852,NA,28,NA,20.0538634,NA,NA,20.0538634,-1.9940774031008068,0.41691755175569617,0.34110411786519995
Lancashire & South Cumbria NHS Foundation Trust,lancashire__south,RW5JJ,Royal Preston Hospital,PR2 9HT,England,-2.7040145,53.7908668,E38000227,PR2,Preston,15432.874223602485,-0.5950538043338509,15414.32598724969,-0.5696365066322745,2.123128689103269,6096.627009722718,13469.118210862622,-1.638383164230303,0.13460769814940646,0.31688916423518126,0.07646688516727287,0.18693792717534674,202562,NHS Greater Preston CCG,202562,1.0045127248923889,NA,85,NA,24.60487045,NA,NA,24.60487045,2.5569296468991922,-0.5345975270263252,0.33592723744277064
The Princess Alexandra Hospital,NA,RWQG0,The Princess Alexandra Hospital,CM20 1QX,England,0.0858092,51.77104989999999,E38000197,CM20,Harlow,19685.747881355932,-0.8747399602150424,19905.896513148236,-0.981986204485303,-2.871679460252773,16484.53344210978,20507,-1.4737688492207357,0,0.011669451766499094,0.012379127832586368,0.053341071016549786,306910,NHS West Essex CCG,306910,1.0729393174524378,NA,148,NA,19.46649994,NA,NA,19.46649994,-2.5814408631008092,0.539722281077217,0.3417722579852915
Hertfordshire Partnership NHS Foundation Trust,hertfordshire_part,RWR01,Hertfordshire Partnership NHS Foundation Trust,AL3 5TQ,England,-0.3451309,51.7625796,E38000079,AL3,St Albans,23024.75729822553,-1.0419966409421866,23135.617384047164,-1.0917191048650685,-20.268628829322207,19313.508698555896,24296,-1.500013063023077,0.0028482136515377513,0.016354144470487962,0.013887705092691242,0.059874635982669226,595670,NHS Herts Valleys CCG,595670,1.057727821578237,NA,173,NA,NA,NA,NA,NA,NA,NA,NA
Leicester Royal Infirmary,university_hospitaj,RWWAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1354407,52.6257466,E38000097,LE1,Leicester,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.27612619444865766,0.47822235704535115,355218,NHS Leicester City CCG,355218,1.0769435997562447,NA,18,NA,21.10790778,NA,NA,21.10790778,-0.9400330231008063,0.19654014731387104,0.3399051169286504
Cheshire and Wirral Partnership NHSFT,cheshire_and_wirra,RXADT,Cheshire and Wirral Partnership NHSFT,CH2 1BQ,England,-2.8998958,53.2120533,E38000196,CH2,Cheshire West and Chester,19410.048469387755,-1.4095136901696428,19593.85629542986,-1.4545088538679922,-0.003365146030153473,9400.488258142788,22227,-2.288509352548689,0.0686202514390245,0.1576528839853833,0.018591888694918013,0.0769531816842633,234251,NHS West Cheshire CCG,234251,1.0300777007268778,NA,144,NA,23.24654306,NA,NA,23.24654306,1.1986022568991928,-0.2506012643732873,0.33747236765137806
NUH Nottingham University Hosptial,nuh_nottingham_uni,RXICC,NUH Nottingham University Hosptial,NG5 1PB,England,-1.1570212,52.9904528,E38000132,NG5,Nottingham,8115.557228915663,2.764784300456827,8360.240666710286,2.726405927347291,1.0494075639036313,2679.8322952074573,5602,3.0990621745923757,0.2970721015440984,0.5546322952106778,0.26598730698769957,0.5003173253075112,331069,NHS Nottingham City CCG,331069,1.0830574456948443,NA,10,NA,21.62513959,NA,NA,21.62513959,-0.42280121310080787,0.08839839735971174,0.3393167532540552
East Lancashire Hospitals NHS Trust,east_lancashire_ho,RXR29,East Lancashire Hospitals NHS Trust,BB10 2PQ,England,-2.228172,53.809828,E38000050,BB10,Burnley,12276.483427647534,-0.30054400670088927,12263.840060773242,-0.3221798310402784,1.2405178028347539,1319.2790238988007,9961,-0.8095285315999999,0.2527019309512521,0.36324134735571745,0.05913538209559933,0.1777159389681479,380013.00000000006,NHS East Lancashire CCG,380013,1.0236977931985691,NA,51,NA,NA,NA,NA,NA,NA,NA,NA
The Queen Elizabeth Hospital Kings Lynn NHS Foundation Trust,the_queen_elizabet,RXV70,The Queen Elizabeth Hospital Kings Lynn NHS Foundation Trust,PE30 4ET,England,0.4462463,52.7564633,E38000203,PE30,West Norfolk,13364.592267135326,-1.1397111765043937,13490.768114918998,-1.1119449947050142,0.7035143417783839,8915.567053818828,13471,-1.7175257730714284,0.06612430734479229,0.13814280168001977,0.033276862080730364,0.0806068306685961,175904.00000000003,NHS West Norfolk CCG,175904,1.03474158519512,NA,62,NA,18.91172341,NA,NA,18.91172341,-3.1362173931008073,0.655713802920578,0.34240332968556064
Imperial College Healthcare NHS Trust,imperial_college_h,RYG03,Imperial College Healthcare NHS Trust,W2 1NY,England,-0.1743487,51.5178108,E38000202,W2,Westminster,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,18.72961317,NA,NA,18.72961317,-3.3183276331008074,0.6937890327448458,0.3426104844813722
Coventry & Warwickshire Partnership Trust,coventry__warwicks,RYGHQ,Caludon Centre,CV2 2TE,England,-1.4452332,52.4225547,E38000038,CV2,Coventry,15422.714712471994,0.4661742691411501,15397.1326457909,0.46715314096182764,-20.036173822864438,5155.589241138305,15430,-0.13966619748867243,0.10827953661655236,0.201277687017059,0.13370613198607642,0.2274479605226858,473979,NHS Coventry and Rugby CCG,473979,1.1365448943134269,NA,81,NA,21.49988233,NA,NA,21.49988233,-0.5480584731008094,0.11458692449392516,0.3394592364121644
Imperial College Healthcare NHS Trust,imperial_college_h,RYI01,Imperial College Healthcare NHS Trust,W2 1NY,England,-0.1743487,51.5178108,E38000202,W2,Westminster,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,18.72961317,NA,NA,18.72961317,-3.3183276331008074,0.6937890327448458,0.3426104844813722
Calderdale and Huddersfield NHS Trust,calderdale_and_hud,RYW01,Calderdale and Huddersfield NHS Trust,HD3 3EA,England,-1.8189892,53.65571629999999,E38000064,HD3,Kirklees,15620.273936170213,-0.18548355365824468,15756.9036070464,-0.2156946794400293,-0.7615680321239158,7519.146586628319,14889,-0.9574643653738868,0.1072507489224365,0.22561630733838653,0.09252931436203606,0.19398671110343346,245977,NHS Greater Huddersfield CCG,245977,1.0363864650439663,NA,89,NA,26.49275358,NA,NA,26.49275358,4.444812776899191,-0.9293122012594047,0.33377972479158025
University Hospital of North Durham,university_hospita,RZPCP,University Hospital of North Durham,DH1 5TW,England,-1.5933009,54.7885266,E38000116,DH1,County Durham,15045.11870967742,-0.6125851221006452,15541.808224138791,-0.7038017993082657,2.8407808790366476,9229.67186750205,14196,-0.828753053440559,0.03702485806097135,0.18568621901067248,0.014414511912888563,0.07282179783886382,251666,NHS North Durham CCG,251666,1.0475433309468707,NA,88,NA,23.94938359,NA,NA,23.94938359,1.9014427868991923,-0.3975496990662521,0.33667286957548587
Shrewsbury & Telford Hospital NHS Trust,shrewsbury__telfor,RZWAS,Royal Shrewsbury Hospital,SY3 8XQ,England,-2.79373741149902,52.7093620300293,E38000147,SY3,Shropshire,17857.037601626016,-1.5350261804695122,17964.94175004655,-1.5920025938892461,3.995820551252773,14380.039737916568,17031,-2.216224139119048,0.009068072609912815,0.04630400909420539,0.012831192079156173,0.04348493608903436,320274,NHS Shropshire CCG,320274,1.0462060111913605,NA,117,NA,20.40802757,NA,NA,20.40802757,-1.6399132331008062,0.34286964446464513,0.34070124756905334
NHS Lothian,nhs_lothian,S341H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,3630.9601463297495,3630.9601463297495,410.5994551723802,0.6776795968649525,3.7663889793661154
NHS Lothian,nhs_lothian,SL116,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,4069.6586542936543,4069.6586542936543,849.297963136285,1.4017356672691916,4.265419126381003
Mid and South Essex University Hospitals Group,mid_and_south_esseb,TAJ01,Mid and South Essex University Hospitals Group,SS1 1ND,England,0.7115467999999999,51.5377565,E38000168,SS1,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951,182463,NHS Southend CCG,182463,1.050703106105103,NA,92,NA,19.70386927,NA,NA,19.70386927,-2.3440715331008093,0.4900935957656033,0.3415022446401436
University Hospitals of Leicester,university_hospitaj,TWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1348028,52.6278166,E38000097,LE1,Leicester,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.27612619444865766,0.47822235704535115,355218,NHS Leicester City CCG,355218,1.0769435997562447,NA,18,NA,21.10790778,NA,NA,21.10790778,-0.9400330231008063,0.19654014731387104,0.3399051169286504
Bronglais General Hospital,bronglais_general,WB2AJ,Bronglais General Hospital,SY23 1ER,Wales,-4.0711821,52.4164121,W11000025,SY23,Ceredigion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,1095,NA,1095,183.17647058823525,1.3966048064091774,0.8816730715769862
Prince Philip Hospital,prince_philip_hosp,WB3AL,Prince Philip Hospital,SA14 8QF,Wales,-4.134687,51.6922205,W11000025,SA14,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,806,NA,806,-105.82352941176475,-0.806837523034718,0.5529285924661322
Withybush General Hospital,withybush_general,WF1BL,Withybush General Hospital,SA61 2PZ,Wales,-4.9664014,51.81300479999999,W11000025,SA61,Pembrokeshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,987,NA,987,75.17647058823525,0.5731730708384483,0.7588204634663556
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A1,Ysbyty Glan Clwyd,LL18 5UJ,Wales,-3.4971896,53.27265509999999,W11000023,LL18,Conwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,944,NA,944,32.17647058823525,0.24532525019454693,0.7099069250519379
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1A4,Wrexham Maelor Hospital,LL13 7TD,Wales,-3.0101803,53.0461734,W11000023,LL13,Wrexham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1092,NA,1092,180.17647058823525,1.3737317026433238,0.8782604991294686
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AU,Ysbyty Gwynedd,LL57 2PW,Wales,-4.1577568,53.2086374,W11000023,LL57,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1056,NA,1056,144.17647058823525,1.0992544574530807,0.8373096297592585
Glangwili General Hospital,glangwili_general,7A2AA,Glangwili Hospital Child Health Section,SA31 2AF,Wales,-4.2833874,51.8673069,W11000025,SA31,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,938,NA,938,26.176470588235247,0.19957904266283974,0.7030817801569028
"Morriston Hospital, Swansea",morriston_hospital,7A3YA,Abertawe Bro Morgannwg University Lhb Bridgend Locality Office,CF31 3TP,Wales,-3.5506886,51.5024646,W11000030,CF31,Bridgend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,930,NA,930,18.176470588235247,0.1385840992872302,0.6939815869635229
University Hospital of Wales,university_hospitac,7A4BV,University Hospital Of Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496413,Cardiff and Vale University Health Board,496413,1.0507740894870308,NA,4,4,NA,932,NA,932,20.176470588235247,0.15383283513113258,0.6962566352618679
Cardiff and Vale University Health Board,cardiff_and_vale_u,7A4H1,Noahs Ark Childrens Hospital For Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496413,Cardiff and Vale University Health Board,496413,1.0507740894870308,NA,4,4,NA,932,NA,932,20.176470588235247,0.15383283513113258,0.6962566352618679
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B1,The Royal Glamorgan Hospital,CF72 8XR,Wales,-3.3905151,51.54798839999999,W11000030,CF72,Rhondda Cynon Taf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,735,NA,735,-176.82352941176475,-1.348167645493253,0.47216437787488447
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B3,Prince Charles Hospital Site,CF47 9DT,Wales,-3.3861006,51.76433309999999,W11000030,CF47,Merthyr Tydfil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,560,NA,560,-351.82352941176475,-2.682432031834712,0.2730976517696961
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A111H,University Hospital Crosshouse,KA2 0BE,Scotland,-4.540130899999999,55.6135442,S08000015,KA2,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,369670,Ayrshire and Arran,369670,0.9891841846127499,1,1,NA,NA,NA,2357.4289098549975,2357.4289098549975,-862.9317813023717,-1.4242377925938459,2.317716443150565
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A210H,University Hospital Ayr,KA6 6DX,Scotland,-4.5939607,55.428935,S08000015,KA6,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,369670,Ayrshire and Arran,369670,0.9891841846127499,1,1,NA,NA,NA,2789.652814073983,2789.652814073983,-430.7078770833864,-0.7108678222329575,2.8093815720492845
Borders General Hospital,borders_general_ho,B120H,Borders General Hospital,TD6 9BS,Scotland,-2.7419408,55.5954785,S08000016,TD6,Scottish Borders,3739.3848396501458,-1.0818369519436346,3780.8188636164045,-1.116548194244217,1.5421469492190563,2885.30625018653,3949,-1.5643524212115387,0.015702116448581716,0.05971722139281637,0.029261438482480022,0.07730745587072978,115270,Borders,115270,1.0122947220514622,10,10,NA,NA,NA,3545.8973063444123,3545.8973063444123,325.536615187043,0.5372864463546814,3.6696279446855975
Golden Jubilee National Hospital,golden_jubilee_nat,D102H,Golden Jubilee National Hospital,G81 4DY,Scotland,-4.420353899999999,55.9059298,S08000031,G81,West Dunbartonshire,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA,NA,2823.7593080902807,2823.7593080902807,-396.6013830670886,-0.6545762835465799,2.848178532636431
Victoria Hospital Kirkcaldy,victoria_hospital,F701H,Cameron Hospital,KY8 5RR,Scotland,-3.0606955,56.1866783,S08000029,KY8,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,371910,Fife,371910,1.0183790710792502,6,6,NA,NA,NA,2154.6374309392263,2154.6374309392263,-1065.723260218143,-1.7589378170290748,2.0870362386374683
Victoria Hospital Kirkcaldy,victoria_hospital,F704H,Victoria Hospital,KY2 5AH,Scotland,-3.1601871,56.1244623,S08000029,KY2,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,371910,Fife,371910,1.0183790710792502,6,6,NA,NA,NA,2938.2557442960533,2938.2557442960533,-282.10494686131597,-0.4656040436837027,2.9784209938146864
Victoria Hospital Kirkcaldy,victoria_hospital,F708H,Adamson Hospital,KY15 4JG,Scotland,-3.0181746,56.3244035,S08000029,KY15,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,371910,Fife,371910,1.0183790710792502,6,6,NA,NA,NA,4048.94856643283,4048.94856643283,828.5878752754606,1.3675544139436873,4.241860901307831
Victoria Hospital Kirkcaldy,victoria_hospital,F716H,Glenrothes Hospital,KY7 5TG,Scotland,-3.182677,56.2049141,S08000029,KY7,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,371910,Fife,371910,1.0183790710792502,6,6,NA,NA,NA,3195.591982820329,3195.591982820329,-24.768708337040152,-0.04087986009056948,3.271147179593266
"Queen Elizabeth University Hospital, Glasgow University Hospital Monklands Airdrie",queen_elizabeth_un,G405H,Queen Elizabeth University Hospital,G51 4TF,Scotland,-4.3392518,55.8626363,S08000031,G51,Glasgow,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA,NA,2802.2197525594274,2802.2197525594274,-418.14093859794184,-0.690126543355548,2.823676768057643
NHS Lanarkshire,nhs_lanarkshire,L106H,University Hospital Monklands,ML6 0JS,Scotland,-3.9998893,55.8657665,S08000032,ML6,North Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207,659200,Lanarkshire,659200,1.1471589890661409,3,3,NA,NA,NA,2420.3693912726153,2420.3693912726153,-799.991299884754,-1.3203567972923052,2.3893127607236484
NHS Lanarkshire,nhs_lanarkshire,L302H,University Hospital Hairmyres,G75 8RG,Scotland,-4.221977,55.7594711,S08000032,G75,South Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207,659200,Lanarkshire,659200,1.1471589890661409,3,3,NA,NA,NA,3080.4730668659663,3080.4730668659663,-139.88762429140297,-0.23087948033539119,3.1401966326686184
NHS Lanarkshire,nhs_lanarkshire,L308H,University Hospital Wishaw,ML2 0DP,Scotland,-3.942015899999999,55.7736351,S08000032,ML2,North Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207,659200,Lanarkshire,659200,1.1471589890661409,3,3,NA,NA,NA,2561.7723519420038,2561.7723519420038,-658.5883392153655,-1.0869763088995192,2.5501620432495677
Aberdeen Royal Infirmary,aberdeen_royal_inf,N101H,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.1372687,57.1546973,S08000020,AB25,Aberdeen,4490.255394190872,-1.2342249549338173,4585.713222780145,-1.393999439949437,-1.1689700599023176,3583.6415830668097,4838,-1.9224017029999998,0.003947072309661449,0.03522652151286271,0.041425798556901136,0.10096065938084589,584550,Grampian,584550,1.0272185231460247,14,14,NA,NA,NA,4049.2921161100426,4049.2921161100426,828.9314249526733,1.3681214302994658,4.242251697362101
NHS Lothian,nhs_lothian,S116H,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,4069.6586542936543,4069.6586542936543,849.297963136285,1.4017356672691916,4.265419126381003
NHS Lothian,nhs_lothian,S308H,St John's Hospital,EH54 6PP,Scotland,-3.5235687,55.8914559,S08000024,EH54,West Lothian,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,3342.6876263058534,3342.6876263058534,122.32693514848415,0.2018961960442617,3.438472026296119
NHS Lothian,nhs_lothian,S314H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,3630.9601463297495,3630.9601463297495,410.5994551723802,0.6776795968649525,3.7663889793661154
Ninewells Hospital,ninewells_hospital,T101H,Ninewells Hospital,DD1 9SY,Scotland,-2.9913622,56.461653,S08000030,DD1,Dundee,3568.4215308370044,-0.15259051117180614,3682.022013100884,-0.29659048375127856,9.305166512696196,1496.3227029738405,4040,-0.7941476664782605,0.07872254163023461,0.15670504447559827,0.09191623640209262,0.19743160136577456,416080.00000000006,Tayside,416080,1.0155500611409563,9,9,NA,NA,NA,3253.8541183062744,3253.8541183062744,33.493427148905084,0.05527969392547422,3.337421765690889
NHS Forth Valley,nhs_forth_valley,V217H,Forth Valley Royal Hospital,FK5 4WR,Scotland,-3.850585199999999,56.0256532,S08000019,FK5,Falkirk,3470.6022952117137,-0.4496952210922042,3605.093204144799,-0.6186637583762885,-8.550680478967795,1279.3007082883032,3487,-1.0673094074482758,0.05612972682007805,0.14231933790876058,0.059053290270488494,0.14461378011034853,306070.00000000006,Forth Valley,306070,1.0283366259457862,7,7,NA,NA,NA,3230.3452493315554,3230.3452493315554,9.984558174186077,0.016479153279724656,3.3106798595124136
