redcap_data_access_group_e,redcap_data_access_group_unlabelled,dag_id_e,place_name,postcode,country,lon,lat,ccg,postcode_start,city,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,all_people,ccg_name,updated_all_age_mid_2018,multiplication_factor,scotland_average_imd_rank,average_imd_rank,wales_average_imd_rank,wimd15
Coventry & Warwickshire Partnership Trust,coventry__warwicks,RYGHQ,Caludon Centre,CV2 2TE,England,-1.4452332,52.4225547,E38000038,CV2,Coventry,15422.714712471994,0.4661742691411501,15397.1326457909,0.46715314096182764,-20.036173822864438,5155.589241138305,15430,-0.13966619748867243,0.10827953661655236,0.201277687017059,0.13370613198607642,0.2274479605226858,473979,NHS Coventry and Rugby CCG,473979,1.1365448943134269,NA,81,NA,21.49988233
Imperial College Healthcare NHS Trust,imperial_college_h,RYI01,Imperial College Healthcare NHS Trust,W2 1NY,England,-0.1743487,51.5178108,E38000202,W2,Westminster,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,18.72961317
Calderdale and Huddersfield NHS Trust,calderdale_and_hud,RYW01,Calderdale and Huddersfield NHS Trust,HD3 3EA,England,-1.8189892,53.6557163,E38000064,HD3,Kirklees,15620.273936170213,-0.18548355365824468,15756.9036070464,-0.2156946794400293,-0.7615680321239158,7519.146586628319,14889,-0.9574643653738868,0.1072507489224365,0.22561630733838653,0.09252931436203606,0.19398671110343346,245977,NHS Greater Huddersfield CCG,245977,1.0363864650439663,NA,89,NA,26.49275358
University Hospital of North Durham,university_hospitab,RZPCP,University Hospital of North Durham,DH1 5TW,England,-1.5933009,54.7885266,E38000116,DH1,County Durham,15045.11870967742,-0.6125851221006452,15541.808224138791,-0.7038017993082657,2.8407808790366476,9229.67186750205,14196,-0.828753053440559,0.03702485806097135,0.18568621901067248,0.014414511912888563,0.07282179783886382,251666,NHS North Durham CCG,251666,1.0475433309468707,NA,88,NA,23.94938359
NHS Lothian,nhs_lothian,S341H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA
NHS Lothian,nhs_lothian,SL116,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA
Mid and South Essex University Hospitals Group,mid_and_south_esseb,TAJ01,Mid and South Essex University Hospitals Group,SS1 1ND,England,0.7115468,51.5377565,E38000168,SS1,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951,182463,NHS Southend CCG,182463,1.050703106105103,NA,92,NA,19.70386927
University Hospitals of Leicester,university_hospitak,TWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1348028,52.6278166,E38000097,LE1,Leicester,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.27612619444865766,0.47822235704535115,355218,NHS Leicester City CCG,355218,1.0769435997562447,NA,18,NA,21.10790778
Bronglais General Hospital,bronglais_general,WB2AJ,Bronglais General Hospital,SY23 1ER,Wales,-4.0711821,52.4164121,W11000025,SY23,Ceredigion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA
Prince Philip Hospital,prince_philip_hosp,WB3AL,Prince Philip Hospital,SA14 8QF,Wales,-4.134687,51.6922205,W11000025,SA14,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA
Withybush General Hospital,withybush_general,WF1BL,Withybush General Hospital,SA61 2PZ,Wales,-4.9664014,51.8130048,W11000025,SA61,Pembrokeshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A1,Ysbyty Glan Clwyd,LL18 5UJ,Wales,-3.4971896,53.2726551,W11000023,LL18,Conwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1A4,Wrexham Maelor Hospital,LL13 7TD,Wales,-3.0101803,53.0461734,W11000023,LL13,Wrexham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AU,Ysbyty Gwynedd,LL57 2PW,Wales,-4.1577568,53.2086374,W11000023,LL57,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA
Glangwili General Hospital,glangwili_general,7A2AA,Glangwili Hospital Child Health Section,SA31 2AF,Wales,-4.2833874,51.8673069,W11000025,SA31,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA
"Morriston Hospital, Swansea",morriston_hospital,7A3YA,Abertawe Bro Morgannwg University Lhb Bridgend Locality Office,CF31 3TP,Wales,-3.5506886,51.5024646,W11000030,CF31,Bridgend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA
University Hospital of Wales,university_hospitad,7A4BV,University Hospital Of Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496413,Cardiff and Vale University Health Board,496413,1.0507740894870308,NA,4,4,NA
Cardiff and Vale University Health Board,cardiff_and_vale_u,7A4H1,Noahs Ark Childrens Hospital For Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496413,Cardiff and Vale University Health Board,496413,1.0507740894870308,NA,4,4,NA
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B1,The Royal Glamorgan Hospital,CF72 8XR,Wales,-3.3905151,51.5479884,W11000030,CF72,Rhondda Cynon Taf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B3,Prince Charles Hospital Site,CF47 9DT,Wales,-3.3861006,51.7643331,W11000030,CF47,Merthyr Tydfil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A111H,University Hospital Crosshouse,KA2 0BE,Scotland,-4.5401309,55.6135442,S08000015,KA2,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,369670,Ayrshire and Arran,369670,0.9891841846127499,1,1,NA,NA
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A210H,University Hospital Ayr,KA6 6DX,Scotland,-4.5939607,55.428935,S08000015,KA6,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,369670,Ayrshire and Arran,369670,0.9891841846127499,1,1,NA,NA
Borders General Hospital,borders_general_ho,B120H,Borders General Hospital,TD6 9BS,Scotland,-2.7419408,55.5954785,S08000016,TD6,Scottish Borders,3739.3848396501458,-1.0818369519436346,3780.8188636164045,-1.116548194244217,1.5421469492190563,2885.30625018653,3949,-1.5643524212115387,0.015702116448581716,0.05971722139281637,0.029261438482480022,0.07730745587072978,115270,Borders,115270,1.0122947220514622,10,10,NA,NA
Golden Jubilee National Hospital,golden_jubilee_nat,D102H,Golden Jubilee National Hospital,G81 4DY,Scotland,-4.4203539,55.9059298,S08000031,G81,West Dunbartonshire,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA
Victoria Hospital Kirkcaldy,victoria_hospital,F701H,Cameron Hospital,KY8 5RR,Scotland,-3.0606955,56.1866783,S08000029,KY8,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,371910,Fife,371910,1.0183790710792502,6,6,NA,NA
Victoria Hospital Kirkcaldy,victoria_hospital,F704H,Victoria Hospital,KY2 5AH,Scotland,-3.1601871,56.1244623,S08000029,KY2,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,371910,Fife,371910,1.0183790710792502,6,6,NA,NA
Victoria Hospital Kirkcaldy,victoria_hospital,F708H,Adamson Hospital,KY15 4JG,Scotland,-3.0181746,56.3244035,S08000029,KY15,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,371910,Fife,371910,1.0183790710792502,6,6,NA,NA
Victoria Hospital Kirkcaldy,victoria_hospital,F716H,Glenrothes Hospital,KY7 5TG,Scotland,-3.182677,56.2049141,S08000029,KY7,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,371910,Fife,371910,1.0183790710792502,6,6,NA,NA
"Queen Elizabeth University Hospital, Glasgow University Hospital Monklands Airdrie",queen_elizabeth_un,G405H,Queen Elizabeth University Hospital,G51 4TF,Scotland,-4.3392518,55.8626363,S08000031,G51,Glasgow,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA
Lanarkshire NHSFT,lanarkshire_nhsft,L106H,University Hospital Monklands,ML6 0JS,Scotland,-3.9998893,55.8657665,S08000032,ML6,North Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207,659200,Lanarkshire,659200,1.1471589890661409,3,3,NA,NA
Lanarkshire NHSFT,lanarkshire_nhsft,L302H,University Hospital Hairmyres,G75 8RG,Scotland,-4.221977,55.7594711,S08000032,G75,South Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207,659200,Lanarkshire,659200,1.1471589890661409,3,3,NA,NA
Lanarkshire NHSFT,lanarkshire_nhsft,L308H,University Hospital Wishaw,ML2 0DP,Scotland,-3.9420159,55.7736351,S08000032,ML2,North Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207,659200,Lanarkshire,659200,1.1471589890661409,3,3,NA,NA
Aberdeen Royal Infirmary,aberdeen_royal_inf,N101H,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.1372687,57.1546973,S08000020,AB25,Aberdeen,4490.255394190872,-1.2342249549338173,4585.713222780145,-1.393999439949437,-1.1689700599023176,3583.6415830668097,4838,-1.9224017029999998,0.003947072309661449,0.03522652151286271,0.041425798556901136,0.10096065938084589,584550,Grampian,584550,1.0272185231460247,14,14,NA,NA
NHS Lothian,nhs_lothian,S116H,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA
NHS Lothian,nhs_lothian,S308H,St John's Hospital,EH54 6PP,Scotland,-3.5235687,55.8914559,S08000024,EH54,West Lothian,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA
NHS Lothian,nhs_lothian,S314H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA
Ninewells Hospital,ninewells_hospital,T101H,Ninewells Hospital,DD1 9SY,Scotland,-2.9913622,56.461653,S08000030,DD1,Dundee,3568.4215308370044,-0.15259051117180614,3682.022013100884,-0.29659048375127856,9.305166512696196,1496.3227029738405,4040,-0.7941476664782605,0.07872254163023461,0.15670504447559827,0.09191623640209262,0.19743160136577456,416080.00000000006,Tayside,416080,1.0155500611409563,9,9,NA,NA
NHS Forth Valley,nhs_forth_valley,V217H,Forth Valley Royal Hospital,FK5 4WR,Scotland,-3.8505852,56.0256532,S08000019,FK5,Falkirk,3470.6022952117137,-0.4496952210922042,3605.093204144799,-0.6186637583762885,-8.550680478967795,1279.3007082883032,3487,-1.0673094074482758,0.05612972682007805,0.14231933790876058,0.059053290270488494,0.14461378011034853,306070.00000000006,Forth Valley,306070,1.0283366259457862,7,7,NA,NA
Manchester University Hospital,manchester_univers,R0A02,Manchester Royal Infirmary,M13 9WL,England,-2.22489070892334,53.461673736572266,E38000217,M13,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,24.43053572
Manchester University Hospital,manchester_univers,R0A03,Royal Manchester Children's Hospital,M13 9WL,England,-2.224475860595703,53.46046829223633,E38000217,M13,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,24.43053572
Manchester University Hospital,manchester_univers,R0A07,Wythenshawe Hospital,M23 9LT,England,-2.2918150424957275,53.388851165771484,E38000217,M23,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,24.43053572
Manchester University Hospital,manchester_univers,R0A09,Trafford General Hospital,M41 5SL,England,-2.370682954788208,53.45406723022461,E38000187,M41,Trafford,20299.2585499316,-0.9630903067072504,20407.228164252487,-1.0335006164985743,-1.2799281397633824,10574.54458533969,22793,-1.7787603407478718,0.05147896088764134,0.08957621657883819,0.03693650751617544,0.1146492598575325,236369.99999999997,NHS Trafford CCG,236370,1.0432169054365383,NA,151,NA,28.45469349
"St Mary's Hospital, Isle of Wight",st_marys_hospital,R1F01,St Mary's Hospital,PO30 5TG,England,-1.3013159036636353,50.710845947265625,E38000087,PO30,Isle of Wight,13577.143776824034,-0.6569547135622318,13400.185882182765,-0.6232968987511518,12.05005317031423,9796.980351407865,12538,-0.993917693358209,0.031454091780277006,0.13239793150833545,0.012165045383864318,0.07318554948830144,141538,NHS Isle of Wight CCG,141538,1.023671934329006,NA,61,NA,18.44113579
St Bartholomews,st_bartholomews,R1H12,The Royal London Hospital,E1 1FR,England,-0.060150060802698135,51.518699645996094,E38000186,E1,Tower Hamlets,10641.986595174263,6.031886861875335,10138.185082763952,6.329411420856224,4.55876887990017,7600.538280162467,8315.435013262604,6.946775148711253,0.006071197513136509,0.32973821659066166,0.7646671295346599,0.8834558881542612,317705,NHS Tower Hamlets CCG,317705,1.2503345192368238,NA,22,NA,20.71562463
Northwick Park,northwick_park,R1K01,Northwick Park Hospital,HA1 3UJ,England,-0.3220227360725403,51.575408935546875,E38000020,HA1,Harrow,11741.070048309179,4.175046622721014,11822.420395528583,4.109422873035936,3.2290083300466246,8234.4037198382,11819,4.120121790150943,0.05918770553521208,0.19734598132404899,0.40599599709113376,0.6514669824373982,330795,NHS Brent CCG,330795,1.0629147052680623,NA,42,NA,19.43258383
Northwick Park,northwick_park,R1K02,Central Middlesex Hospital,NW10 7NS,England,-0.26914629340171814,51.53093719482422,E38000020,NW10,Brent,11741.070048309179,4.175046622721014,11822.420395528583,4.109422873035936,3.2290083300466246,8234.4037198382,11819,4.120121790150943,0.05918770553521208,0.19734598132404899,0.40599599709113376,0.6514669824373982,330795,NHS Brent CCG,330795,1.0629147052680623,NA,42,NA,19.43258383
Royal Surrey NHSFT,royal_surrey_nhsft,RA201,Royal Surrey County Hospital,GU2 7XX,England,-0.6074482798576355,51.24101638793945,E38000214,GU2,Guildford,26442.044943820223,-1.8317859294863563,26544.382351447435,-1.8112669890232302,2.696715019512019,24058.789866484174,28463,-2.4110662064014963,0,0.015195530726256984,0,0.03432706957846623,209413.00000000003,NHS Guildford and Waverley CCG,209413,1.0283490473384405,NA,190,NA,9.518797559
Yeovil District Hospital,yeovil_district_ho,RA430,Yeovil District Hospital,BA21 4AT,England,-2.6346983909606934,50.944847106933594,E38000150,BA21,South Somerset,17039.952222222222,-1.5836912476572222,17164.532830036303,-1.5895896023606397,-2.4873233416954266,12044.209806450262,16875.993079584783,-2.1217034614034582,0.025239069233846317,0.0846705108949152,0.00910425456439208,0.0403738310703207,559399,NHS Somerset CCG,559399,1.0555255749360344,NA,105,NA,17.20789586
Bristol Royal Infirmary,bristol_royal_infi,RA701,Bristol Royal Infirmary,BS2 8HW,England,-2.5961246490478516,51.45918655395508,E38000222,BS2,Bristol,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181
University Hospitals Bristol NHFT,university_hospitah,RA707,St Michael's Hospital,BS2 8EG,England,-2.599376916885376,51.459136962890625,E38000222,BS2,Bristol,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181
University Hospitals Bristol NHFT,university_hospitah,RA723,Bristol Royal Hospital For Children,BS2 8BJ,England,-2.5973148345947266,51.4577522277832,E38000222,BS2,Bristol,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181
Torbay and south Devon Hospital,torbay_and_south_d,RA901,Torbay Hospital,TQ2 7AA,England,-3.55379056930542,50.482322692871094,E38000230,TQ2,Torbay,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,19.7902124
Bradford Teaching Hospitals NHSFT,bradford_teaching,RAE01,Bradford Royal Infirmary,BD9 6RJ,England,-1.7946816682815552,53.80598449707031,E38000019,BD9,Bradford,9809.655384615384,0.8352080444553847,9475.031036372726,0.9566632371653848,-2.2811672660291156,2005.9592174216666,7541.919075144505,0.6143570923573485,0.28895507465473314,0.44840120218513413,0.13961549349217917,0.30029934168920264,341873,NHS Bradford Districts CCG,341873,1.029545687251176,NA,13,NA,26.09110115
Mid and South Essex University Hospitals Group,mid_and_south_esseb,RAJ01,Southend Hospital,SS0 0RY,England,0.6886317729949951,51.553836822509766,E38000168,SS0,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951,182463,NHS Southend CCG,182463,1.050703106105103,NA,92,NA,19.70386927
Royal Free Hospital,royal_free_hospita,RAL01,Royal Free Hospital,NW3 2QG,England,-0.16530923545360565,51.55322265625,E38000027,NW3,Camden,16465.98531375167,4.355710042695594,16088.619180531732,4.508217805498748,7.617352613705777,11723.505356659885,14838.499999999987,4.9320342024823525,0,0.16029463823761675,0.5123900552787082,0.6669888988735488,262226,NHS Camden CCG,262226,1.1901079250968967,NA,94,NA,19.8407777
North Middlesex University Hospital NHST,north_middlesex_un,RAPNM,North Middlesex University Hospital,N18 1QX,England,-0.07373514026403427,51.613094329833984,E38000057,N18,Enfield,12683.58453038674,2.249483983564641,12523.694766790624,2.2525239692638332,-1.3209920398570811,7878.995971003269,9903,2.3524686537875006,0.05429710752529875,0.30777108549410176,0.21236230501878606,0.41830471155261695,333869,NHS Enfield CCG,333869,1.0684970524793098,NA,52,NA,25.03086609
Hillingdon Hospital,hillingdon_hospita,RAS01,Hillingdon Hospital,UB8 3NN,England,-0.4611603617668152,51.52607727050781,E38000082,UB8,Hillingdon,17615.2319391635,0.9452373377617237,17481.53043046551,0.9897962726090401,1.5184096598876191,13778.393946898193,15580,1.194829923182796,0,0.043218123941358565,0.08286607090707318,0.23036767712166345,304824,NHS Hillingdon CCG,304824,1.112756264236902,NA,108,NA,18.75390888
Kingston Hospital NHS Foundation Trust,kingston_hospital,RAX01,Kingston Hospital,KT2 7QB,England,-0.2826094925403595,51.414825439453125,E38000090,KT2,Kingston upon Thames,23355.904,0.015334095020000004,23426.7519242784,-0.09165586269523303,0.365875239403529,21049.887815443868,24659,-0.4956689857932267,0,0.010920904660752217,0.03855429214044733,0.1185430463576159,175470,NHS Kingston CCG,175470,1.0962763963513682,NA,177,NA,11.51375992
Musgrove Park Hospital,musgrove_park_hosp,RBA11,Musgrove Park Hospital,TA1 5DA,England,-3.1216795444488525,51.01157760620117,E38000150,TA1,Somerset,17039.952222222222,-1.5836912476572222,17164.532830036303,-1.5895896023606397,-2.4873233416954266,12044.209806450262,16875.993079584783,-2.1217034614034582,0.025239069233846317,0.0846705108949152,0.00910425456439208,0.0403738310703207,559399,NHS Somerset CCG,559399,1.0555255749360344,NA,105,NA,19.45795831
Dorset County Hospital NHFT,dorset_county_hosp,RBD01,Dorset County Hospital,DT1 2JY,England,-2.446922540664673,50.71294403076172,E38000045,DT1,West Dorset,18839.683914961894,-1.2466983944829522,18849.8600157787,-1.2351436318802471,17.74191765813415,12246.112506905683,18877,-1.6938707970882352,0.030894802840166068,0.08128718713081672,0.016507154847649523,0.058352967107995396,772268,NHS Dorset CCG,772268,1.0379374254913372,NA,134,NA,17.17079967
Walsall Healthcare NHST,walsall_healthcare,RBK02,Manor Hospital,WS2 9PS,England,-1.9989091157913208,52.582332611083984,E38000191,WS2,Walsall,10950.265379975874,1.0547298891700845,10824.010860565193,1.10545965932399,19.163648434274027,3998.0840005417012,6360,1.1560526196466432,0.2756615662234566,0.5157561738135993,0.1407492119128333,0.32532312502088573,283378,NHS Walsall CCG,283378,1.0521864081418966,NA,25,NA,26.70602555
Wirral University Teaching Hospital NHFT,wirral_university,RBL14,Arrowe Park Hospital,CH49 5PE,England,-3.0968008041381836,53.36962890625,E38000208,CH49,Wirral,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.058114408833490214,0.15485501105437124,323235,NHS Wirral CCG,323235,1.0107948202374735,NA,60,NA,26.17837122
Whiston Hospital,whiston_hospital,RBN01,Whiston Hospital,L35 5DR,England,-2.7849390506744385,53.420475006103516,E38000091,L35,Knowsley,6392.957489878542,1.2369356582651823,6688.038644760201,1.0663321876333205,-332.12740144536116,595.2635783780977,4519,1.103118988691126,0.45189282556394067,0.623189597855963,0.1554289787721138,0.3052853803815125,149571,NHS Knowsley CCG,149571,1.0252102568320618,NA,4,NA,26.48713247
Royal Liverpool & Broadgreen University Hospitals NHSFT,royal_liverpool__b,RBQHQ,Liverpool Heart And Chest Hospital,L14 3PE,England,-2.897974729537964,53.411155700683594,E38000101,L14,Liverpool,6823.02398989899,2.2652371023484847,6975.550865645402,2.181793994121917,12.779332124269942,499.8389986082434,3462,2.5084938481910566,0.48335066410814403,0.6279407823504819,0.23910251599969984,0.44360065606809385,494813.99999999994,NHS Liverpool CCG,494814,1.0608878359400962,NA,6,NA,26.99273069
Mid Cheshire Hospital Trust,mid_cheshire_hospi,RBT20,Leighton Hospital,CW1 4QJ,England,-2.475848436355591,53.11769104003906,E38000151,CW1,Cheshire East,19401.972366148533,-1.5385227829136443,19589.387136081266,-1.5646890414881423,-9.876390153956253,11920.034421220602,21637,-2.567587990136494,0.02963734818332451,0.13534673704469233,0.02380098278699259,0.08906578295553544,183494,NHS South Cheshire CCG,183494,1.0448175922288083,NA,141,NA,20.84510506
