redcap_data_access_group_e,redcap_data_access_group_unlabelled,dag_id_e,place_name,postcode,country,lon,lat,ccg,postcode_start,city,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,all_people,ccg_name,updated_all_age_mid_2018,multiplication_factor,scotland_average_imd_rank,average_imd_rank,wales_average_imd_rank,wimd15,avg_wimd_2019,weighted_arith,w_imd,w_imd_centred,w_imd_centred_std_country,w_imd_centred_std_uk
Cheshire and Wirral Partnership NHSFT,cheshire_and_wirra,RRADT,Cheshire and Wirral Partnership NHSFT,CH2 1BQ,England,-2.8998958,53.2120533,E38000196,CH2,Cheshire West and Chester,19410.048469387755,-1.4095136901696428,19593.85629542986,-1.4545088538679922,-0.003365146030153473,9400.488258142788,22227,-2.288509352548689,0.0686202514390245,0.1576528839853833,0.018591888694918013,0.0769531816842633,234251,NHS West Cheshire CCG,234251,1.0300777007268778,NA,144,NA,23.24654306,NA,NA,23.24654306,1.4075728824840006,-0.29956322465706164,0.3572255074024113
University Hospitals Birmingham NHS Foundation Trust,university_hospitaf,RRK01,University Hospitals Birmingham NHS Foundation Trust,B15 2TH,England,-1.9429313,52.4512054,E38000220,B15,Birmingham,10424.050087361677,1.3877220368322656,10294.254571948217,1.4785206974758067,0.990990825692656,2431.092675482698,7054,1.583729793304931,0.34750207653090454,0.4812557283611159,0.18958190124305435,0.377106067766512,1179020,NHS Birmingham and Solihull CCG,1179020,1.0540412723018924,NA,20,NA,22.36155783,NA,NA,22.36155783,0.522587652483999,-0.11121842733131089,0.3581630241401776
University Hospitals Birmingham NHS Foundation Trust,university_hospitaf,RRK02,University Hospitals Birmingham NHS Foundation Trust,B15 2TH,England,-1.9429313,52.4512054,E38000220,B15,Birmingham,10424.050087361677,1.3877220368322656,10294.254571948217,1.4785206974758067,0.990990825692656,2431.092675482698,7054,1.583729793304931,0.34750207653090454,0.4812557283611159,0.18958190124305435,0.377106067766512,1179020,NHS Birmingham and Solihull CCG,1179020,1.0540412723018924,NA,20,NA,22.36155783,NA,NA,22.36155783,0.522587652483999,-0.11121842733131089,0.3581630241401776
University Hospitals Birmingham NHS Foundation Trust,university_hospitaf,RRK03,University Hospitals Birmingham NHS Foundation Trust,B15 2TH,England,-1.9429313,52.4512054,E38000220,B15,Birmingham,10424.050087361677,1.3877220368322656,10294.254571948217,1.4785206974758067,0.990990825692656,2431.092675482698,7054,1.583729793304931,0.34750207653090454,0.4812557283611159,0.18958190124305435,0.377106067766512,1179020,NHS Birmingham and Solihull CCG,1179020,1.0540412723018924,NA,20,NA,22.36155783,NA,NA,22.36155783,0.522587652483999,-0.11121842733131089,0.3581630241401776
Wirral University Teaching Hospital NHFT,wirral_university,RRL14,Wirral University Teaching Hospital NHFT,CH49 5PE,England,-3.094562,53.37042899999999,E38000208,CH49,Wirral,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.058114408833490214,0.15485501105437124,323235,NHS Wirral CCG,323235,1.0107948202374735,NA,60,NA,26.17837122,NA,NA,26.17837122,4.339401042483999,-0.9235223167078153,0.3541196499495651
University Hospitals Birmingham NHS Foundation Trust,NA,RR002,University Hospitals Birmingham NHS Foundation Trust,B15 2TH,England,-1.9429313,52.4512054,E38000220,B15,Birmingham,10424.050087361677,1.3877220368322656,10294.254571948217,1.4785206974758067,0.990990825692656,2431.092675482698,7054,1.583729793304931,0.34750207653090454,0.4812557283611159,0.18958190124305435,0.377106067766512,1179020,NHS Birmingham and Solihull CCG,1179020,1.0540412723018924,NA,20,NA,22.36155783,NA,NA,22.36155783,0.522587652483999,-0.11121842733131089,0.3581630241401776
Leicestershire Partnership NHS Trust,leicestershire_par,RT5KP,Leicestershire Partnership NHS Trust,LE3 9DZ,England,-1.1837338,52.654588,E38000097,LE3,Leicester,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.27612619444865766,0.47822235704535115,355218,NHS Leicester City CCG,355218,1.0769435997562447,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
South Tees Hospital NHS Foundation Trust,south_tees_hospita,RTART,South Tees Hospital NHS Foundation Trust,TS4 3BW,England,-1.2172468,54.5526198,E38000162,TS4,Middlesbrough,10660.528697571744,0.9926809035320088,10816.428562551857,0.9372916250069704,1.408829022689105,831.9382790937038,8080,0.4806334867797618,0.3652632233021064,0.4665903965437207,0.1759244706475772,0.3163504380658579,277263,NHS South Tees CCG,277263,1.0134289024778043,NA,26,NA,23.49531851,NA,NA,23.49531851,1.6563483324840007,-0.35250824579585777,0.356961964983381
Gloucestershire Health and Care NHS Foundation Trust,gloucestershire_he,RTQ04,Gloucestershire Health and Care NHS Foundation Trust,GL3 4AW,England,-2.1762907,51.84695190000001,E38000062,GL3,Gloucester,20897.92703648176,-1.4434368805387305,20921.267005480884,-1.4659208773906889,-1.6378657450991745,13125.94778080857,21752,-2.09223590071179,0.03030734492046688,0.07679602803425217,0.01863869048416708,0.05823941680179033,633558,NHS Gloucestershire CCG,633558,1.0612646235074976,NA,154,NA,NA,NA,NA,NA,NA,NA,NA
Gloucestershire Health and Care NHS Foundation Trust,gloucestershire_he,RTQ21,Gloucestershire Health and Care NHS Foundation Trust,GL3 4AW,England,-2.1762907,51.84695190000001,E38000062,GL3,Gloucester,20897.92703648176,-1.4434368805387305,20921.267005480884,-1.4659208773906889,-1.6378657450991745,13125.94778080857,21752,-2.09223590071179,0.03030734492046688,0.07679602803425217,0.01863869048416708,0.05823941680179033,633558,NHS Gloucestershire CCG,633558,1.0612646235074976,NA,154,NA,NA,NA,NA,NA,NA,NA,NA
Gloucestershire Health and Care NHS Foundation Trust,gloucestershire_he,RTQ85,Gloucestershire Health and Care NHS Foundation Trust,GL3 4AW,England,-2.1762907,51.84695190000001,E38000062,GL3,Gloucester,20897.92703648176,-1.4434368805387305,20921.267005480884,-1.4659208773906889,-1.6378657450991745,13125.94778080857,21752,-2.09223590071179,0.03030734492046688,0.07679602803425217,0.01863869048416708,0.05823941680179033,633558,NHS Gloucestershire CCG,633558,1.0612646235074976,NA,154,NA,NA,NA,NA,NA,NA,NA,NA
Gloucestershire Health and Care NHS Foundation Trust,gloucestershire_he,RTQ87,Gloucestershire Health and Care NHS Foundation Trust,GL3 4AW,England,-2.1762907,51.84695190000001,E38000062,GL3,Gloucester,20897.92703648176,-1.4434368805387305,20921.267005480884,-1.4659208773906889,-1.6378657450991745,13125.94778080857,21752,-2.09223590071179,0.03030734492046688,0.07679602803425217,0.01863869048416708,0.05823941680179033,633558,NHS Gloucestershire CCG,633558,1.0612646235074976,NA,154,NA,NA,NA,NA,NA,NA,NA,NA
North West Boroughs Healthcare NHSFT,north_west_borough,RTV33,North West Boroughs Healthcare NHSFT,WA2 8WA,England,-2.608387,53.4286247,E38000194,WA2,Warrington,18179.963581183612,-1.2147123573034901,18741.052342075167,-1.382350712574253,-3.211725728513524,9273.53587604344,21083,-2.3585574393965016,0.07962213893523584,0.182910104515816,0.037796008495932745,0.09473262071799543,209546.99999999997,NHS Warrington CCG,209547,1.0361918230907687,NA,126,NA,35.46378015,NA,NA,35.46378015,13.624809972483998,-2.8996665547394067,0.344283071898563
East Kent Hospitals NHSFT,east_kent_hospital,RV001,William Harvey Hospital (Ashford),TN24 0LZ,England,0.9162230491638184,51.14148712158203,E38000002,TN24,Ashford,17329.701333333334,-1.1092900670986667,17412.56493099122,-1.0973350844818068,-0.9865432511958929,12442.18425643502,17929,-1.7190724576,0.016777442436162637,0.12578419071518193,0.0023822442266607886,0.07958899928787005,129281,NHS Ashford CCG,129281,1.0960103767506528,NA,109,NA,20.0538634,NA,NA,20.0538634,-1.785106777515999,0.37991094406860804,0.36060770014203003
Humber Teaching NHS Foundation Trust,humber_teaching_nh,RV901,Humber Teaching NHS Foundation Trust,YO25 9LH,England,-0.4752873,53.9896444,E38000052,YO25,East Riding of Yorkshire,20099.331417624522,-1.5719293955114944,20395.839779376285,-1.6537132916392303,0.5236431402369279,4337.85812614957,21533.164206642068,-2.3452709989261242,0.0628157644976049,0.08294799812099153,0.01608341775023887,0.05696782996890688,317404,NHS East Riding of Yorkshire CCG,317404,1.0142938858726045,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
North West Boroughs Healthcare NHSFT,north_west_borough,RVT33,North West Boroughs Healthcare NHSFT,WA2 8WA,England,-2.608387,53.4286247,E38000194,WA2,Warrington,18179.963581183612,-1.2147123573034901,18741.052342075167,-1.382350712574253,-3.211725728513524,9273.53587604344,21083,-2.3585574393965016,0.07962213893523584,0.182910104515816,0.037796008495932745,0.09473262071799543,209546.99999999997,NHS Warrington CCG,209547,1.0361918230907687,NA,126,NA,35.46378015,NA,NA,35.46378015,13.624809972483998,-2.8996665547394067,0.344283071898563
East Kent Hospitals NHSFT,east_kent_hospital,RVV00,Queen Elizabeth The Queen Mother Hospital,CT9 4AN,England,1.3893986940383911,51.3780517578125,E38000184,CT9,Kent,11134.323788546255,0.5580432963964758,11015.678565573158,0.6080122543185578,-16.25589003786913,1458.7457523779383,10621,-0.057028583343283173,0.22257910661320854,0.3589495178334551,0.0995334833738244,0.2241888125437825,141819,NHS Thanet CCG,141819,1.0568837285558852,NA,28,NA,20.0538634,NA,NA,20.0538634,-1.785106777515999,0.37991094406860804,0.36060770014203003
East Kent Hospitals NHSFT,NA,RVV0N,East Kent Hospitals NHSFT,CT1 3NG,England,1.0870102,51.2656432,E38000029,CT1,Kent,18031.57234726688,-0.8207639706929261,18289.543275753374,-0.8644075308519631,-1.5954339631291126,12452.575676174958,19643,-1.4621475465115208,0.025061152439793215,0.12332871012482663,0.039339301475223805,0.0975715546589333,213598,NHS Canterbury and Coastal CCG,213598,1.0772815533980582,NA,123,NA,20.0538634,NA,NA,20.0538634,-1.785106777515999,0.37991094406860804,0.36060770014203003
Lancashire & South Cumbria NHS Foundation Trust,lancashire__south,RW5JJ,Royal Preston Hospital,PR2 9HT,England,-2.7040145,53.7908668,E38000227,PR2,Preston,15432.874223602485,-0.5950538043338509,15414.32598724969,-0.5696365066322745,2.123128689103269,6096.627009722718,13469.118210862622,-1.638383164230303,0.13460769814940646,0.31688916423518126,0.07646688516727287,0.18693792717534674,202562,NHS Greater Preston CCG,202562,1.0045127248923889,NA,85,NA,24.60487045,NA,NA,24.60487045,2.765900272484,-0.5886458989199591,0.3557865515641412
West Hertfordshire Hospitals NHS Trust,west_hertfordshire,RWG01,West Hertfordshire Hospitals NHS Trust,WD18 0HB,England,-0.4044799,51.6490376,E38000079,WD18,Watford,23024.75729822553,-1.0419966409421866,23135.617384047164,-1.0917191048650685,-20.268628829322207,19313.508698555896,24296,-1.500013063023077,0.0028482136515377513,0.016354144470487962,0.013887705092691242,0.059874635982669226,595670,NHS Herts Valleys CCG,595670,1.057727821578237,NA,173,NA,16.69374567,NA,NA,16.69374567,-5.1452245075160015,1.09501970678492,0.36416726984551545
The Princess Alexandra Hospital,the_princess_alexa,RWQG0,The Princess Alexandra Hospital,CM20 1QX,England,0.0858092,51.77104989999999,E38000197,CM20,Harlow,19685.747881355932,-0.8747399602150424,19905.896513148236,-0.981986204485303,-2.871679460252773,16484.53344210978,20507,-1.4737688492207357,0,0.011669451766499094,0.012379127832586368,0.053341071016549786,306910,NHS West Essex CCG,306910,1.0729393174524378,NA,148,NA,19.46649994,NA,NA,19.46649994,-2.3724702375160014,0.504915122760101,0.3612299286902989
Hertfordshire Partnership NHS Foundation Trust,hertfordshire_part,RWR01,Hertfordshire Partnership NHS Foundation Trust,AL3 5TQ,England,-0.3451309,51.7625796,E38000079,AL3,St Albans,23024.75729822553,-1.0419966409421866,23135.617384047164,-1.0917191048650685,-20.268628829322207,19313.508698555896,24296,-1.500013063023077,0.0028482136515377513,0.016354144470487962,0.013887705092691242,0.059874635982669226,595670,NHS Herts Valleys CCG,595670,1.057727821578237,NA,173,NA,NA,NA,NA,NA,NA,NA,NA
Leicester Royal Infirmary,university_hospitaj,RWWAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1354407,52.6257466,E38000097,LE1,Leicester,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.27612619444865766,0.47822235704535115,355218,NHS Leicester City CCG,355218,1.0769435997562447,NA,18,NA,21.10790778,NA,NA,21.10790778,-0.7310623975159984,0.15558655040223426,0.3594910891353148
Cheshire and Wirral Partnership NHSFT,cheshire_and_wirra,RXADT,Cheshire and Wirral Partnership NHSFT,CH2 1BQ,England,-2.8998958,53.2120533,E38000196,CH2,Cheshire West and Chester,19410.048469387755,-1.4095136901696428,19593.85629542986,-1.4545088538679922,-0.003365146030153473,9400.488258142788,22227,-2.288509352548689,0.0686202514390245,0.1576528839853833,0.018591888694918013,0.0769531816842633,234251,NHS West Cheshire CCG,234251,1.0300777007268778,NA,144,NA,23.24654306,NA,NA,23.24654306,1.4075728824840006,-0.29956322465706164,0.3572255074024113
Cheshire and Wirral Partnership NHSFT,cheshire_and_wirra,RXADY,Cheshire and Wirral Partnership NHSFT,CH2 1BQ,England,-2.8998958,53.2120533,E38000196,CH2,Cheshire West and Chester,19410.048469387755,-1.4095136901696428,19593.85629542986,-1.4545088538679922,-0.003365146030153473,9400.488258142788,22227,-2.288509352548689,0.0686202514390245,0.1576528839853833,0.018591888694918013,0.0769531816842633,234251,NHS West Cheshire CCG,234251,1.0300777007268778,NA,144,NA,23.24654306,NA,NA,23.24654306,1.4075728824840006,-0.29956322465706164,0.3572255074024113
Nottingham University Hosptials NHS Trust,nottingham_univers,RXICC,Nottingham University Hosptials NHS Trust,NG5 1PB,England,-1.1570212,52.9904528,E38000132,NG5,Nottingham,8115.557228915663,2.764784300456827,8360.240666710286,2.726405927347291,1.0494075639036313,2679.8322952074573,5602,3.0990621745923757,0.2970721015440984,0.5546322952106778,0.26598730698769957,0.5003173253075112,331069,NHS Nottingham City CCG,331069,1.0830574456948443,NA,10,NA,21.62513959,NA,NA,21.62513959,-0.21383058751600004,0.04550796702872336,0.3589431551554673
East Lancashire Hospitals NHS Trust,east_lancashire_ho,RXR02,East Lancashire Hospitals NHS Trust,BB10 2PQ,England,-2.228172,53.809828,E38000050,BB10,Burnley,12276.483427647534,-0.30054400670088927,12263.840060773242,-0.3221798310402784,1.2405178028347539,1319.2790238988007,9961,-0.8095285315999999,0.2527019309512521,0.36324134735571745,0.05913538209559933,0.1777159389681479,380013.00000000006,NHS East Lancashire CCG,380013,1.0236977931985691,NA,51,NA,NA,NA,NA,NA,NA,NA,NA
The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,the_queen_elizabet,RXV70,The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,PE30 4ET,England,0.4462463,52.7564633,E38000203,PE30,West Norfolk,13364.592267135326,-1.1397111765043937,13490.768114918998,-1.1119449947050142,0.7035143417783839,8915.567053818828,13471,-1.7175257730714284,0.06612430734479229,0.13814280168001977,0.033276862080730364,0.0806068306685961,175904.00000000003,NHS West Norfolk CCG,175904,1.03474158519512,NA,62,NA,18.91172341,NA,NA,18.91172341,-2.9272467675159994,0.6229840685027691,0.36181763599315964
Imperial College Healthcare NHS Trust,imperial_college_h,RYG03,Imperial College Healthcare NHS Trust,W2 1NY,England,-0.1743487,51.5178108,E38000202,W2,Westminster,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,18.72961317,NA,NA,18.72961317,-3.1093570075159995,0.6617412308609971,0.362010556046886
Coventry & Warwickshire Partnership Trust,coventry__warwicks,RYGHQ,Caludon Centre,CV2 2TE,England,-1.4452332,52.4225547,E38000038,CV2,Coventry,15422.714712471994,0.4661742691411501,15397.1326457909,0.46715314096182764,-20.036173822864438,5155.589241138305,15430,-0.13966619748867243,0.10827953661655236,0.201277687017059,0.13370613198607642,0.2274479605226858,473979,NHS Coventry and Rugby CCG,473979,1.1365448943134269,NA,81,NA,21.49988233,NA,NA,21.49988233,-0.3390878475160015,0.07216553423838075,0.35907584751438587
Western Sussex Hospitals NHSFT,western_sussex_hos,RYR10,Western Sussex Hospitals NHSFT,PO19 6SE,England,-0.7680076,50.8435533,E38000213,PO19,Sussex,19195.661746617465,-1.3331483410455105,19202.025651946966,-1.3370068384720848,-6.281152514130985,14752.926309995684,19235,-1.8827307817883598,0.012141142081636915,0.05274036955840902,0.012562898006054911,0.052727842154713433,507449,NHS Coastal West Sussex CCG,507449,1.0746256961944898,NA,139,NA,17.60797615,NA,NA,17.60797615,-4.230994027516001,0.9004508613086815,0.3631987718998762
Calderdale and Huddersfield NHS Trust,calderdale_and_hud,RYW01,Calderdale and Huddersfield NHS Trust,HD3 3EA,England,-1.8189892,53.65571629999999,E38000064,HD3,Kirklees,15620.273936170213,-0.18548355365824468,15756.9036070464,-0.2156946794400293,-0.7615680321239158,7519.146586628319,14889,-0.9574643653738868,0.1072507489224365,0.22561630733838653,0.09252931436203606,0.19398671110343346,245977,NHS Greater Huddersfield CCG,245977,1.0363864650439663,NA,89,NA,26.49275358,NA,NA,26.49275358,4.653783402483999,-0.9904299665416899,0.3537866062844652
University Hospital of North Durham,university_hospita,RZPCP,University Hospital of North Durham,DH1 5TW,England,-1.5933009,54.7885266,E38000116,DH1,County Durham,15045.11870967742,-0.6125851221006452,15541.808224138791,-0.7038017993082657,2.8407808790366476,9229.67186750205,14196,-0.828753053440559,0.03702485806097135,0.18568621901067248,0.014414511912888563,0.07282179783886382,251666,NHS North Durham CCG,251666,1.0475433309468707,NA,88,NA,23.94938359,NA,NA,23.94938359,2.110413412484,-0.4491435257601353,0.3564809472238697
NHS Lothian,nhs_lothian,S341H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,3630.9601463297495,3630.9601463297495,375.08325624294685,0.6585678438597075,3.46463702032848
NHS Lothian,nhs_lothian,SL116,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,897770,Lothian,897770,1.0760112662551686,11,11,NA,NA,NA,4069.6586542936543,4069.6586542936543,813.7817642068517,1.428830780649204,3.9293760691928683
Mid and South Essex University Hospitals Group,mid_and_south_esse,TAJ01,Southend Hospital,SS0 0RY,England,0.6877328,51.55386,E38000168,SS0,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951,182463,NHS Southend CCG,182463,1.050703106105103,NA,92,NA,19.70386927,NA,NA,19.70386927,-2.1351009075160015,0.4543975809586415,0.360978469442886
The Royal Marsden NHS Trust,the_royal_marsden,The Royal Marsden NHS Foundation Trust,The Royal Marsden NHS Trust,SW3 6JJ,England,-0.1727977,51.4908714,E38000202,SW3,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,16.07952645,NA,NA,16.07952645,-5.759443727516,1.2257393963151966,0.3648179482748128
University Hospitals of Leicester,university_hospitaj,TWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1348028,52.6278166,E38000097,LE1,Leicester,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.27612619444865766,0.47822235704535115,355218,NHS Leicester City CCG,355218,1.0769435997562447,NA,18,NA,21.10790778,NA,NA,21.10790778,-0.7310623975159984,0.15558655040223426,0.3594910891353148
Bronglais General Hospital,bronglais_general,WB2AJ,Bronglais General Hospital,SY23 1ER,Wales,-4.0711821,52.4164121,W11000025,SY23,Ceredigion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,1095,NA,1095,183.17647058823525,1.3966048064091774,0.778145762737394
Prince Philip Hospital,prince_philip_hosp,WB3AL,Prince Philip Hospital,SA14 8QF,Wales,-4.134687,51.6922205,W11000025,SA14,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,806,NA,806,-105.82352941176475,-0.806837523034718,0.47199111966562174
Withybush General Hospital,withybush_general,WF1BL,Withybush General Hospital,SA61 2PZ,Wales,-4.9664014,51.81300479999999,W11000025,SA61,Pembrokeshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,987,NA,987,75.17647058823525,0.5731730708384483,0.6637350310704342
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A1,Ysbyty Glan Clwyd,LL18 5UJ,Wales,-3.4971896,53.27265509999999,W11000023,LL18,Conwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,944,NA,944,32.17647058823525,0.24532525019454693,0.6181826101289594
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1A4,Wrexham Maelor Hospital,LL13 7TD,Wales,-3.0101803,53.0461734,W11000023,LL13,Wrexham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1092,NA,1092,180.17647058823525,1.3737317026433238,0.7749676868577563
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AU,Ysbyty Gwynedd,LL57 2PW,Wales,-4.1577568,53.2086374,W11000023,LL57,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698369,Betsi Cadwaladr University Health Board,698369,1.0151641792780444,NA,2,2,NA,1056,NA,1056,144.17647058823525,1.0992544574530807,0.7368307763021029
Glangwili General Hospital,glangwili_general,7A2AA,Glangwili Hospital Child Health Section,SA31 2AF,Wales,-4.2833874,51.8673069,W11000025,SA31,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385615,Hywel Dda University Health Board,385615,1.009098807237176,NA,3,3,NA,938,NA,938,26.176470588235247,0.19957904266283974,0.6118264583696839
"Morriston Hospital, Swansea",morriston_hospital,7A3YA,Abertawe Bro Morgannwg University Lhb Bridgend Locality Office,CF31 3TP,Wales,-3.5506886,51.5024646,W11000030,CF31,Bridgend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,930,NA,930,18.176470588235247,0.1385840992872302,0.6033515893573165
Cardiff and Vale University Health Board,cardiff_and_vale_u,7A4BV,University Hospital Of Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496413,Cardiff and Vale University Health Board,496413,1.0507740894870308,NA,4,4,NA,932,NA,932,20.176470588235247,0.15383283513113258,0.6054703066104083
Cardiff and Vale University Health Board,cardiff_and_vale_u,7A4H1,Noahs Ark Childrens Hospital For Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496413,Cardiff and Vale University Health Board,496413,1.0507740894870308,NA,4,4,NA,932,NA,932,20.176470588235247,0.15383283513113258,0.6054703066104083
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B1,The Royal Glamorgan Hospital,CF72 8XR,Wales,-3.3905151,51.54798839999999,W11000030,CF72,Rhondda Cynon Taf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,735,NA,735,-176.82352941176475,-1.348167645493253,0.3967766571808611
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B3,Prince Charles Hospital Site,CF47 9DT,Wales,-3.3861006,51.76433309999999,W11000030,CF47,Merthyr Tydfil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445190,Cwm Taf Morgannwg University Health Board,445190,1.5183212146842557,NA,7,7,NA,560,NA,560,-351.82352941176475,-2.682432031834712,0.21138889753532422
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A111H,University Hospital Crosshouse,KA2 0BE,Scotland,-4.540130899999999,55.6135442,S08000015,KA2,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,369670,Ayrshire and Arran,369670,0.9891841846127499,1,1,NA,NA,NA,2357.4289098549975,2357.4289098549975,-898.4479802318051,-1.5774869693946654,2.1155107187932534
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A210H,University Hospital Ayr,KA6 6DX,Scotland,-4.5939607,55.428935,S08000015,KA6,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,369670,Ayrshire and Arran,369670,0.9891841846127499,1,1,NA,NA,NA,2789.652814073983,2789.652814073983,-466.22407601281975,-0.8185920842501503,2.573390840326995
Borders General Hospital,borders_general_ho,B120H,Borders General Hospital,TD6 9BS,Scotland,-2.7419408,55.5954785,S08000016,TD6,Scottish Borders,3739.3848396501458,-1.0818369519436346,3780.8188636164045,-1.116548194244217,1.5421469492190563,2885.30625018653,3949,-1.5643524212115387,0.015702116448581716,0.05971722139281637,0.029261438482480022,0.07730745587072978,115270,Borders,115270,1.0122947220514622,10,10,NA,NA,NA,3545.8973063444123,3545.8973063444123,290.02041625760967,0.5092152662937228,3.374524966991517
Golden Jubilee National Hospital,golden_jubilee_nat,D102H,Golden Jubilee National Hospital,G81 4DY,Scotland,-4.420353899999999,55.9059298,S08000031,G81,West Dunbartonshire,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA,NA,2823.7593080902807,2823.7593080902807,-432.11758199652195,-0.758708205532358,2.609521848984397
